source,ref,entity_type,problem,severity,fix_group,priority,suggested_action
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Regjeringen - rapport co2 handtering i norsk landbasert industri frem mot 2050 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Resource-Recovery-surplus-bread-thesis.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Agrifoodtech funding is flat. The real story is where it isn't_.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Foodrise_ Rising up for fair and resilient food systems.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Industry Consolidation_ 40+ Major Alternative Protein Companies Have Shut or Been Acquired in Past Year.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Plantagon's Fall_ Lessons for AgTech Innovators.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,"arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/PROMYC, mycoproteins.pdf",file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Annual report 2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/barekraft-i-asko-2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/kesko-annual-report-2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Reitan Retail 2025_Oppslag.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR___Afgangsprojekt___Gruppe_25.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR_Afgangsprojekt_maj_2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/hse_ethesis_14678.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Lina-Orlova_Masteroppgave2019.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Marie+Hebrok.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/master_Duong_Linh_2025.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis_Mäkelä_Mika.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/pdf  MARK STEIN  PhD  24  OCT  22.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Susanne_Helen_Gangstøe_Masteroppgave.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/thesis_food_ng_meile_uniform_pricing_public_version.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - et samfunnsloft for barekraftig for 21nov (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - pa vei mot barekraftig for 20 grep for 2026 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Havforskningsinstituttet - Kap 3 Miljoeffeter som folge av utslipp av loste neringssalter fra fiskeoppdrett (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/matsikkerhet-og-beredskap-pa-landbruksomradet.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ruralis - aas utnyttelse av forressurser i norsk lakseoppdrett i 2020 sluttkonferanse (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/SINTEF - leveranse l2.1 effekter av organisk utslipp fra havbruk nina (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/tilskudd-til-klimatiltak.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/2023-Danish-Action-Plan-for-Plant-based-Foods (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/about-oecd-environmental-performance-reviews-brochure-2022-web (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport_Dagligvaretilsynet+2023 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (2).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+for+Daglegvaretilsynet+2022. (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/coop-danmark-aarsrapport-2024 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (2).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/FULLTEXT02 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/HDR___Afgangsprojekt___Gruppe_25 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Reitan Retail 2025_Oppslag (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Susanne_Helen_Gangstøe_Masteroppgave (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Utredning-om-prisjusteringsvinduer-2023 (1).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,cathrine-ten-step-oppsummering.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,DATA-READINESS-SLUTTRAPPORT.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,external/nch-contract/contract-201-2503-P25013.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,HTML-EXTRACTION-LOG.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,HTML-TRIAGE.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,KI-ACCEPTANCE-TESTS.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,OCR-LOG.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,ocr-output/arkiv-sortert__Food Research Process 20.04.26__06_Company_And_Annual_Reports__2021 Impact Report ENG.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,ocr-output/evidence-pack__akademia__drager-vagene-2017.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,ocr-output/pdf-downloads-20-04-26__What does it take to close the loop_ Lessons from a successful citrus waste valorisation business _ British Food Journal _ Emerald Publishing.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/1-s2.0-S0044848617322998-main.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/1-s2.0-S0044848625013481-main.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/1-s2.0-S2451943X24000486-main.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/9789264268265-en.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Aquaculture Nutrition - 2025 - Mahmud - Exploring Protein‐Based Fishmeal Alternatives for Aquaculture Feeds in Bangladesh.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/brochure-utp-directive_en.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/brt-2023-chapter-4-compliance-implementation-and-preparing-proposals_en.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Characteristics_and_stability_of_consumer_food-buy.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Economic feasibility of biochar for carbon stock enhancement in Finnish agricultural soils.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Exploring sustainable alternatives in aquaculture feeding_ The role of insects - ScienceDirect.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/fphys-13-1028992.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/ijfd.8.1.61_Hagolani_Albov.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Insect-based livestock feeds are unlikely to become economically viable in the near future - ScienceDirect.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/main.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/nl-20200417-029.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/no.ntnu_inspera_142433913_96959685.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/qmr-06-2020-0073.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/Reviews in Aquaculture - 2018 - Nogales‐Mérida - Insect meals in fish nutrition.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/sf-20260417-0601.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/stm201920200027000dddpdfs.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/sustainability-13-10471-v2.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,pdf-downloads-20-04-26/What does it take to close the loop_ Lessons from a successful citrus waste valorisation business _ British Food Journal _ Emerald Publishing.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,PDF-QUALITY.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,REMEDIATION-BACKLOG.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,statusrapport-mars-2026.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,URL-HEALTH.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,URL-INVENTORY.md,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig1_price_transmission_gap.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig10_nordic_food_inflation_hicp.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig11_nordic_food_price_levels.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig12_nordic_food_price_panel.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig13_nordic_trade_change_panel.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig14_nordic_oats_production_panel.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig2_market_concentration_treemap.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig3_lorenz_curve_gini.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig4_zipf_distribution.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig5_ppi_kpi_spread_timeline.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig6_nordic_hhi_comparison.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig7_nordic_concentration_comparison.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig8_self_sufficiency_rates.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,visualisering/figurer/fig9_regulatory_heatmap.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,agrianalyse-bondens-andel-2025::Lokal blokkert PDF-kandidat,Report.supportingSources,broken_supportingsource,LOW,G: broken supportingSource,1.0,"Restore ""research/evidence-pack/akademia/agrianalyse-bondens-andel-2025.pdf"" or replace with valid url/documentPath in seed"
file-coverage,sha:9f8d0396d2dd,Document[],duplicate_file_separate_records,LOW,H: duplicate Documents,,"Consolidate Documents [cmmxa667j0036ty0d1lzdl5vd, cmmxa66qu0045ty0d6ici4tne] -> one canonical record (paths: 3)"
html-triage,cathrine-ten-step-oppsummering.html,HTML,ok-snapshot,LOW,O: other HTML issues,,OK — Markdown companion present
html-triage,evidence-pack/beredskap/beredskap-island-food-stockpiles-2025.html,HTML,ok-snapshot,LOW,O: other HTML issues,,OK — Markdown companion present
html-triage,evidence-pack/beredskap/beredskap-island-melmolle-2025.html,HTML,ok-snapshot,LOW,O: other HTML issues,,OK — Markdown companion present
html-triage,evidence-pack/bransje/dlf-leverandor-2025.html,HTML,ok-snapshot,LOW,O: other HTML issues,,OK — Markdown companion present
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-lifraent-island-home-2026.html,HTML,error-page,LOW,O: other HTML issues,,Investigate fetch failure; remove HTML or replace with valid snapshot
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-tun-vottunarskra-2026-refresh.html,HTML,error-page,LOW,O: other HTML issues,,Investigate fetch failure; remove HTML or replace with valid snapshot
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-tun-vottunarskra-2026.html,HTML,error-page,LOW,O: other HTML issues,,Investigate fetch failure; remove HTML or replace with valid snapshot
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-krav-effektrapport-page-2026.html,HTML,navigation-only,LOW,O: other HTML issues,,Likely menu/landing page — confirm intent or remove
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-krav-ekobarometer-page-2026.html,HTML,navigation-only,LOW,O: other HTML issues,,Likely menu/landing page — confirm intent or remove
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-krav-rapporter.html,HTML,navigation-only,LOW,O: other HTML issues,,Likely menu/landing page — confirm intent or remove
html-triage,statusrapport-mars-2026.html,HTML,ok-snapshot,LOW,O: other HTML issues,,OK — Markdown companion present
